x,y
-4.783623583853714,-1.7276662321322458
-4.689449747944036,-1.4094773326675423
-2.1095971614455817,-4.578213772591194
-2.494804916290158,-4.551263592540491
-1.4565199435181575,-4.663991398329696
2.3317111388505003,-4.833704837796849
-1.507307317234825,-4.877297720203426
-1.5081732226833415,-5.029327496232734
2.1891300632340194,-4.669970138644872
-4.16232046794864,-2.4939848786511223
-4.68804449463528,-0.10770954867832512
-4.708171548511707,-1.715913415827252
5.377330402357222,-0.4074840893244375
-3.557940914887562,-3.3342130856659797
1.336279382622615,-4.127561218495498
-1.8979803597456602,-4.686306194876078
3.9978090315169807,-2.7853520143585877
2.3236591684033208,-4.8311991660876545
4.362656861109914,-2.493762711362474
3.562739301004966,-3.468151426732967
-0.8483794549469481,-5.076251580009829
-2.9609148616167476,-3.9890818331980675
3.728898678247473,-3.492193564582916
0.8927939096431989,-4.719821472786841
2.946677511307439,-3.879884864204568
-4.01646322041293,-2.4242859908917365
0.5130501597646748,-4.667163776665065
-4.114899985088745,-2.6005164932111677
0.721447661569564,-5.0215129604484
1.0079394826116768,-4.575599284764787
1.8343590219193942,-4.2171656682864995
-2.568534734726541,-3.6236168663834594
4.419052496936424,-3.2358303949996836
4.113681095072361,-2.355299599495827
0.5861078887472156,-5.183844476654988
1.1336873693911758,-4.678778145575362
0.6965384501965582,-4.049021441173732
4.296649788052935,-2.2814409078191638
-0.8052181336794932,-5.194133125814786
-2.5694644143888397,-4.617485579942814
-5.051460510355983,-0.7614404893983446
4.473218833625745,-1.447358708298667
-4.889188546917525,-0.5678920646162772
1.063213614395714,-5.1820198809808495
4.285059701000837,-2.6999197903542287
4.30445623675807,-2.603394885245115
-5.37809914605529,-1.419785529100282
-3.5430994153543005,-2.6918480118340278
0.29921618541668443,-5.179464106746473
1.928161106837691,-5.16525367150588
-2.586519967993737,-4.3266651655356805
0.38104207960603664,-4.6571348530459495
-4.156058253278482,-3.3374527857015095
1.0446664367327856,-4.968035320163709
0.429799482414101,-5.221183500983123
5.183487189793739,-0.8350525191038318
-4.038769443770592,-2.6858313573083916
1.9210036608541923,-4.43349534338254
-4.607254667682678,-1.3296084455977
3.6765303595533037,-3.565837398580417
-2.2402134837804577,-4.715529190142243
0.5386604811622183,-5.396964107704462
5.155515542710483,-1.0752452347572952
-4.693336895429873,-1.517162984740006
4.2320685540102065,-3.3532685203532404
-2.6456665782463618,-5.1991223587388955
2.913119201853454,-3.0437459594821537
4.558571654580607,-1.4570423863827155
-5.255938892142464,-1.304118543907394
4.838835234162569,-2.110378905472852
2.051710923459516,-4.200327705696551
3.419022340486471,-4.373639485949349
-3.896915803387994,-4.265175867100374
4.942352068238647,-1.1823570326898187
3.2563219616550265,-3.050689831665256
2.9607159004674903,-3.034131519530256
2.9901922937975756,-4.152311869712337
5.048375692121083,-0.9301276691222049
-3.2046804186977296,-3.9094671997548875
-0.9616915605319847,-4.601972879094312
-3.4630033133463973,-3.4015741550930194
-3.0389077189587814,-3.1626727095016514
1.2290787695001646,-4.419762182706774
-5.10722978066066,-0.9084136060684994
2.4864428720445244,-3.994661426172712
-3.0240367737682234,-4.598412260370346
3.0590225337428474,-4.501188617590364
4.359085547536374,-2.429038174364458
5.3496947601680755,-0.6555971081176664
-2.157771206660612,-4.031645187949934
3.667869223644992,-2.915885499730891
3.6617941733860615,-4.015262934031545
4.135426361932339,-2.728000611632116
-4.813083233351055,-1.0360081577629292
4.835372226542679,-0.13276304205726966
-0.2861075261055324,-5.229277081783281
-5.041203833741947,-0.32594512544795856
4.149031202296148,-2.2476034501224276
-2.1605782990348255,-4.4582868505954165
0.268885517496915,-5.118751525625963
-2.4015433302285345,-4.00626665925635
-3.6757965255988583,-4.093642477231155
3.7962790232965684,-4.221892627178914
-0.5425776687205354,-4.261210598960302
-4.27252543831891,-2.6688878430017065
-0.6270455936097293,-5.288807317214444
-3.7641016219484382,-3.681140413171109
-0.2072729208864175,-4.3316321710952215
4.576313967812734,-1.7771637939744727
-0.7477189820889122,-4.697038777252057
-5.302166634101974,-0.5957846712518159
-5.392473650135549,-0.6398496380622254
0.6728737968874493,-5.297703873061804
4.777284486728075,-0.6878202652576861
3.916765050653122,-3.4678020151680253
4.043170444664458,-1.3111452696844068
-3.507005349658083,-3.6273722780997426
4.864505963942262,-1.9145531952536892
0.588600670639442,-5.029372237631612
0.08988791664317013,-4.995027304836508
-1.3204556640395382,-4.4156016875058
4.309993969025173,-2.0490274207935473
-0.45706897311940825,-5.160843433449058
-1.1234351057501535,-5.383362006216529
1.7297667592765513,-4.444313513297421
1.2810650759421531,-4.620751637504875
-1.5134864102181556,-4.5062659230570326
-4.480392652166948,-2.3617034500196112
4.53514631131272,-1.6516837924809165
-3.0146662169298564,-3.8695290181063635
-1.4612742094746636,-4.580986133204648
4.8758997562677475,-0.3228329421327938
1.458026948969535,-4.325986487484057
-1.7760459167766625,-4.000818932269179
5.096426875880198,-0.3152148088588397
1.3516540382793356,-4.955793286737022
-4.685047971326692,-1.1594043696108525
-3.851727812912345,-2.758615062626418
4.866876851430588,-0.731738679270164
2.9576027519009207,-3.8642145303835287
-0.10376522533292665,-5.3558450395379165
-2.6421131050135065,-4.435150639796282
3.9594649224741993,-2.923767899311687
4.433481561652136,-1.0182767571280271
3.8367762018376195,-2.4078350477453823
-3.855624615659093,-3.2323686091401638
3.740137014473254,-4.160576528571853
4.910818890286008,-1.7190538903502788
-2.984610294971546,-3.500530422745645
0.5903363248354463,-4.885056675462625
-1.6458985511036162,-4.558625260696365
-4.295759577357471,-1.7675856271392465
1.4971711600794755,-4.564220379273593
3.2492803780366253,-3.0840693403369763
-2.7052961043094537,-4.3515528602525055
-3.8966232240272456,-2.3189700146297905
-2.517377104134581,-4.835719804112878
-4.767823164547309,-1.1553841293799691
0.3092498724825544,-5.0990496461808315
4.628988651126094,-0.912790430008637
-5.452594136709675,-0.8214460203665493
4.6368863283337785,-2.3276676619664975
-4.425047348612637,-1.209752022340737
5.306163408881873,-0.26152549641042977
0.8719387421741389,-5.155517039045553
-1.9726343494680696,-4.186239756914029
-4.243372063643535,-2.7961494367832174
1.466641710960698,-4.641784965955492
-4.819209561745059,-1.0222575715777407
-4.89761188106617,-0.45791126776263125
-3.968752378136431,-2.9026985666681346
4.8958279166333005,-1.4131218763923399
4.423347551014955,-3.982762471202175
-1.6006054011566313,-4.259022746076988
-2.1692027315525406,-4.189354314008957
3.500303178416651,-4.048470850544002
-3.709415828196909,-2.822697280137674
-4.463924697111863,-2.8622774392656023
-4.718877784317275,-0.5305822470234992
-2.584222455893701,-3.356404535311982
-2.2552744664851443,-4.466944148206604
-4.71899704006991,-0.3689525185732561
1.0612684947496027,-4.499942276202459
-4.696897174633306,-0.9988261492151363
-2.65106887885515,-4.262602539476602
-2.211130224656908,-4.633260828343098
3.814069267777282,-3.2854180210933532
-0.09225322320619289,-4.613724520936754
-1.7055678252554454,-3.704084873600792
-5.162567480304084,-0.5400013362663649
4.83323213447689,-1.7912622418304778
0.11041882056535798,-5.3581609856364105
-1.2806038854281583,-4.157412840279192
-2.9353383046254247,-3.8769280888782176
1.6680717609548474,-4.842542715297442
-1.6701547614726076,-4.476216584510117
3.381389796439864,-4.376345245269654
-4.627735061871471,-3.1296689853918966
4.656022783604839,-1.7470426703915167
-2.264009056447102,-4.4768504323577085
-1.6188877571334734,-4.719685945609821
2.684996768809065,-3.567701794884028
-4.945033233611798,-0.8567518367576697
-3.4582006457771515,-4.351167950370197
4.774087671667013,-1.4766889455017618
4.220875004669296,-2.3681366705276212
-2.2781651292036154,-4.229972348682663
4.6949057221566175,-1.2667672870320859
-4.579459314783535,-0.13367387476714457
-0.2664007670891254,-4.634424634542979
4.776759125694801,-1.1023392134753343
-4.107091413773724,-2.880671788843162
4.5085694670201,-1.1369605756981975
-4.930082809846061,-2.458288882642298
-2.0625640382934205,-4.4458157364516
-1.3822997932964063,-4.904683355174006
2.0556843926234003,-4.611358985173935
2.131701010393064,-3.8424546334438734
1.4960954626843377,-4.531408135753097
-4.062863587821073,-3.5791864376113978
-3.1010965667653747,-4.656424245215732
3.996477240883246,-2.929030091945648
-3.586179781666811,-2.4986876945626273
-1.610766429157502,-4.092802752317583
-4.331524233218961,-3.7375778502202834
-4.450404536920067,-2.197619431985737
1.2090126840284874,-4.768112037160258
4.757756631366907,-0.9445565886786182
4.330062253413877,-1.330647557941455
-5.181551209194008,-0.03273687557271137
-2.871897909058144,-4.55559135243541
-4.574158728723719,-3.1464388388880096
3.458807890403044,-4.111307880435777
0.06671021685552746,-5.222343103247515
0.3889100774922413,-4.817066781497763
3.127281859054477,-4.2615360171001475
3.022856086418078,-4.119519486321303
4.941261416305332,-1.0658321479434294
-1.4388187897189229,-4.780147978933139
-3.8439855294458356,-3.9937811971888606
-5.028560726944854,-0.866552961898758
-0.07445702355982502,-5.161953818281326
-4.033656406637351,-2.8060892735463816
-4.023801889033508,-2.054706536080915
4.002811047056917,-3.6986220412167934
-2.13471549391323,-5.3118040791485805
3.7178136794459116,-3.8565899976311324
-1.9905607880681564,-4.551950502685476
2.548278098687709,-4.553910683104892
4.346248983977023,-2.059420192696018
-0.013176527287534177,-5.016611395383796
-3.6510244422503084,-2.556968812647088
-2.684767050470783,-3.6332037388494114
2.1572344096021774,-3.8701987980187016
3.7827077172120065,-3.0205954955097387
-1.0560306018457581,-4.6461928195644315
-2.6337451956143405,-4.49648858959268
-0.8426140944231852,-5.052432678408911
5.177279188817112,-0.02732019843138509
0.6385665966669657,-5.028068099202953
1.8458251937135184,-4.524635523136356
-3.1252196907565684,-4.4920771906145465
3.4766497832116783,-2.968963135658555
3.965229779122021,-3.211875802423352
4.594409497878897,-0.8140270382948896
-1.1305969999975074,-5.394409626198494
-2.0260304446534794,-4.404560439430343
-4.179544257546526,-2.6540808701345773
-4.505597823386553,-1.5741787304995989
4.394257761266684,-1.2703869381185677
-4.218339809763656,-2.9949186781568478
-3.1915158166049267,-4.002512057140396
4.9478228352268525,-1.8588215432916024
-3.150140140991164,-3.753686940473204
4.762105025494105,-1.5181603558872858
2.0555410623192705,-4.420282547152154
-3.760164063355615,-3.459559349848853
2.0152716370792434,-3.784837100021753
5.176191988884528,-0.1752604898184579
-0.7457412749742858,-4.339143720357648
3.9882402990567654,-1.7010061276621047
3.3817331453162667,-2.902207981322389
-4.956635483915973,-3.4421932621668185
1.5075209704399224,-4.288343190913854
-4.462791538511555,-1.7362057340291337
-4.79629797578773,-1.8210605464156175
1.7398948352789196,-4.768246755227359
-0.8594307115320272,-4.463003524082716
-1.919927003450068,-5.0542791898139265
-3.403750087752425,-3.3071319214317167
3.363633536458603,-3.302672392370028
0.1454983382250141,-4.504336969425204
2.1711684952064836,-4.257073628988104
5.046831237863353,-0.7239590116122495
-0.6219864095417056,-5.1886015101622
